1040.94446965,2.5422733595854745,-0.07820231981464341,/home/yolo/marked/front/1040.94446965_0.png
1041.11113632,2.5467520069116505,-0.09259518214279078,/home/yolo/marked/front/1041.11113632_0.png
1041.311136325,2.5413759114776577,-0.12510719162622475,/home/yolo/marked/front/1041.311136325_0.png
1041.51113633,2.528444105702081,-0.11905456179262813,/home/yolo/marked/front/1041.51113633_0.png
1042.111136345,-0.5993197125544115,-1.1642375583169071,/home/yolo/marked/rear/1042.111136345_0.png
1042.31113635,2.5393614188913864,-0.260249543364788,/home/yolo/marked/right/1042.31113635_0.png
1042.511136354,2.5420735806175467,-0.15583398520191982,/home/yolo/marked/right/1042.511136354_0.png
1042.711136359,2.5397312324445886,-0.23185642044006727,/home/yolo/marked/right/1042.711136359_0.png
1042.911136364,2.5263259019417053,-0.18450476982568614,/home/yolo/marked/right/1042.911136364_0.png
1043.111136369,2.531090832934541,-0.24826712411099403,/home/yolo/marked/right/1043.111136369_0.png
1043.311136374,2.537685957225416,-0.22186420712665572,/home/yolo/marked/right/1043.311136374_0.png
1043.711136383,2.5288389475867277,-0.18773414916174458,/home/yolo/marked/right/1043.711136383_0.png
1044.155580839,2.5616252790303293,-0.20920784392221292,/home/yolo/marked/rear/1044.155580839_0.png
1044.555580848,2.5466419146108485,-0.13199496810557332,/home/yolo/marked/rear/1044.555580848_0.png
1044.755580853,2.547674777294721,-0.18503584090275454,/home/yolo/marked/rear/1044.755580853_0.png
1044.955580858,2.5473642686833045,-0.2111216169541159,/home/yolo/marked/rear/1044.955580858_0.png
1046.155580887,2.5495059984944035,-0.17011592992856595,/home/yolo/marked/left/1046.155580887_0.png
1046.355580892,2.5459795972325923,-0.17251580601706684,/home/yolo/marked/left/1046.355580892_0.png
1046.555580897,2.5350778511042815,-0.18304811110151104,/home/yolo/marked/left/1046.555580897_0.png
1046.755580902,2.54658700753726,-0.25613790495384836,/home/yolo/marked/left/1046.755580902_0.png
1047.155580911,2.545254193039511,-0.17979834597299038,/home/yolo/marked/left/1047.155580911_0.png
1047.555580921,2.5299540326265957,-0.11635594738025867,/home/yolo/marked/front/1047.555580921_0.png
1047.555580921,2.528024936174124,-0.11565567394129239,/home/yolo/marked/front/1047.555580921_1.png
1048.35558094,2.535867571579162,-0.16110375677140956,/home/yolo/marked/front/1048.35558094_0.png
1048.555580945,2.5446637447005562,-0.20782804180731768,/home/yolo/marked/front/1048.555580945_0.png
1048.75558095,2.5418284548860477,-0.21603282313063182,/home/yolo/marked/front/1048.75558095_0.png
1048.955580955,2.5467552503978776,-0.21034151723953154,/home/yolo/marked/front/1048.955580955_0.png
1049.355580965,2.5436994855194235,-0.20320770406723715,/home/yolo/marked/front/1049.355580965_0.png
1049.555580969,2.545237735936374,-0.2098364578351729,/home/yolo/marked/front/1049.555580969_0.png
1049.755580974,2.544634922657701,-0.20092850178011928,/home/yolo/marked/front/1049.755580974_0.png
1049.955580979,2.547030433593571,-0.20890892991443766,/home/yolo/marked/front/1049.955580979_0.png
1050.155580984,2.5440488186241392,-0.21108348157428009,/home/yolo/marked/front/1050.155580984_0.png
1050.355580989,2.5486184758715575,-0.2040165071379768,/home/yolo/marked/front/1050.355580989_0.png
1050.555580994,2.5441262114992313,-0.2144934318222957,/home/yolo/marked/front/1050.555580994_0.png
1050.755580998,2.5449396200567764,-0.21244494166765043,/home/yolo/marked/front/1050.755580998_0.png
1050.955581003,2.5468777654112333,-0.21157253488278926,/home/yolo/marked/front/1050.955581003_0.png
1051.155581008,2.5457202863261297,-0.21866047143728962,/home/yolo/marked/front/1051.155581008_0.png
1051.355581013,2.5464861641273187,-0.200514875769716,/home/yolo/marked/front/1051.355581013_0.png
